LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_6,BILL_AMT1,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,credit_utilization,avg_pay_amt,pay_bill_ratio_avg,max_delay,monthly_burden_ratio,std_pay_bill_ratio,Predicted_Label,Prob_Class_0,Prob_Class_1,True_Label
0.795634314,2,1,2,-0.747647644,-1,-1,-1,-1,-1,-0.418055718,-0.995350989,-2.130954938,-1.733562223,-1.676919364,1.831485535,0.09661662,-0.593249886,0.89773336,1.648070405,-1.12555572,-0.144064578,1.840135277,0,0.950548671,0.049451329,0
0.391534421,2,1,2,0.216728087,1.325052153,0.762510588,0.753295259,0.751743851,0.743348363,1.963193679,0.83794171,0.783301787,0.663788002,0.710725847,0.67953213,0.572521899,0.460415358,0.746494086,-0.084845796,1.47744271,0.092428745,-0.098160878,1,0.206671143,0.793328857,1
-0.512494733,2,2,2,0.634354974,0,0,0,-1,-1,0.538186818,0.309483359,-0.105714754,-0.174317478,-1.676919364,-1.605527852,-0.391433345,0.267172394,-0.43277771,-0.092049843,0,-0.25849633,1.781540137,0,0.912069648,0.087930352,0
-0.102035033,1,3,1,0.283288418,-1,-1,-1,-1,-1,-0.335099727,0.660108081,0.613589619,0.920868411,-1.184567566,0.851776243,-1.037310899,-0.477080727,0.534335303,1.228922406,0,0.469309952,0.58712121,0,0.780610106,0.219389894,0
0.091832672,2,1,2,-0.531659974,0,0,0,0,0,0.717246297,0.84267224,-0.001922986,-0.238970144,2.479612364,0.990090537,0.726135872,0.095681772,1.779326509,0.552125288,0,1.394933798,1.30259232,0,0.951331567,0.048668433,0
-0.512494733,2,1,1,0.180499349,-0.42882801,-0.42882801,0.753295259,0,-1,-0.268388657,1.418819085,-2.130954938,-1.733562223,0.217707537,0.81680558,0.678616006,-0.194923946,0.721203026,1.013883874,1,1.281085588,1.211600865,1,0.071911715,0.928088285,1
-1.026203115,1,3,1,0.784376329,0.895911216,0.762510588,0.753295259,0.751743851,0,-0.13301703,0.250620746,-0.46173137,-0.337064884,-1.676919364,-0.240005862,-0.305010502,0.55350275,-0.482511422,-0.050129036,1,0.590075933,-0.004408435,1,0.14569618,0.85430382,1
0.187687488,1,1,1,0.385850799,-0.411366385,-1,-1,-1,-1,-0.410249552,-0.751173836,-2.130954938,-0.251512809,-1.676919364,-0.473378159,-0.407173985,-0.66414896,-0.91918451,1.576948125,0.205927612,-0.966432942,1.810511983,1,0.004598276,0.995401724,1
-0.608465579,1,1,2,-0.239916246,0,0,0,0,0,0.392626714,0.057124309,-0.116456843,-0.458809829,-0.37535224,-0.360817323,-0.311561749,0.362043252,-0.474221348,-0.09735028,0,-0.188705215,-0.078369115,1,0.110791013,0.889208987,1
-1.035187083,1,3,2,0.667022875,0.439594573,0.735628957,0.726738506,0.725241792,0.717142279,-0.114485761,-0.279193967,-0.351173986,-0.241933187,-1.676919364,0.028607377,-0.27578,0.555851113,-0.520583484,-0.055596015,1,0.539259183,-0.052364062,1,0.000278889,0.999721111,1
-1.026203115,1,2,2,-0.43195142,0,0,0,0,0,-0.108405425,-0.163481496,-0.23583684,-0.371656271,-0.287636938,-0.229505137,-0.330983376,0.568019438,-0.519664148,-0.060673306,0,0.518241776,-0.064205837,0,0.647436373,0.352563627,0
-0.503894267,1,2,1,0.323594567,0.895911216,0.762510588,0.753295259,0.305648082,0,0.406800932,0.284334322,-2.130954938,0.056900633,-1.676919364,-0.132135735,0.8652048,0.469206224,0.355949007,0.02472245,1,0.800716997,0.16017525,1,0.009348767,0.990651233,1
0.514229288,1,1,2,-0.078618379,0,0,0,0,0,1.995600617,1.665765977,1.522845107,0.867885476,1.31519905,1.257201649,1.050549512,0.415133151,1.557758783,0.017314128,0,0.809850667,-0.069579422,0,0.928053925,0.071946075,0
-0.608465579,1,2,2,-0.337162648,0.455658403,0.762510588,0,0,0.743348363,0.410012487,-2.284972427,-0.155648881,-0.238970144,0.118805404,-1.605527852,0.09661662,0.475061144,-0.442883635,-0.10592893,1,-0.14415013,-0.053392321,1,0.468758145,0.531241855,0
0.570794616,1,1,1,0.283288418,-1,-1,-1,-1,-1,-0.397277,-1.123095431,-0.589217839,-1.733562223,-1.676919364,-1.605527852,0.059027807,-0.675436248,-0.864399148,-4.314620254,-1.12555572,-0.998339836,0.795997123,0,0.65985268,0.34014732,1
0.100565417,1,1,1,0.398555637,-1,-1,-1,-1,-1,-0.401662264,-0.412449785,-0.346955366,-1.709953751,-1.676919364,-1.605527852,-0.219068153,-0.661847835,-0.834803764,1.717919189,-1.12555572,-0.925734811,1.801951402,1,0.018730414,0.981269586,1
-0.049575713,1,2,2,-0.337162648,0,0,0,0,0,0.715827114,-0.367812928,-0.001922986,0.483321279,2.691741885,0.486206662,0.402433707,0.208277512,1.877109603,0.600290562,0,1.509960713,1.360790246,0,0.934441251,0.065558749,0
-0.049575713,2,3,1,0.831259795,0,0,0,0,0,0.370769649,0.22597165,0.230638535,0.230132894,0.43047544,0.411627649,0.240469872,0.084175636,0.211126771,-0.021354079,0,-0.014275191,-0.081911731,0,0.944766771,0.055233229,0
0.570794616,2,1,2,-0.078618379,-1,-1,-1,-1,-1,-0.327056873,-1.243788651,-2.130954938,-1.733562223,-1.676919364,-1.605527852,-1.425858994,-0.663512914,-1.726208948,-0.094684189,-1.12555572,-1.069730549,-0.080297555,0,0.767066668,0.232933332,0
-0.853837636,2,1,2,-1.121555117,0.455658403,1.432058819,1.410948129,1.088149896,1.0745583,0.063408978,0.507763355,-1.002150771,-1.733562223,0.215105513,-1.605527852,0.09661662,0.632910582,-0.257217196,-0.06199153,1.944540014,0.612231373,-0.014626042,0,0.74973311,0.25026689,0
-1.026203115,1,3,1,-0.43195142,0,0,0,-1,-1,-0.189106126,1.130936983,-2.130954938,-0.238970144,-1.676919364,-1.605527852,-1.425858994,-0.042260781,-0.157936538,0.490569876,0,1.133736523,0.607596075,0,0.765840846,0.234159154,0
0.149873572,1,1,2,-0.117382332,0.473456477,0.4029591,0.398089134,0,0,1.950177663,1.492563288,0.592908418,0.638467797,0.43047544,0.384316853,0.380066076,0.548441346,0.69686861,-0.076355534,0.528463612,0.325581656,-0.067645183,1,0.000711723,0.999288277,1
-0.569658658,2,2,1,0.2784681,0.895911216,0.762510588,0.753295259,0.751743851,0.743348363,-0.048050169,0.359040577,-2.130954938,0.18796755,-1.676919364,0.111988813,-1.425858994,0.225620475,-0.299553521,-0.043680001,1,0.104423715,0.006444876,1,0.007079382,0.992920618,1
0.197906917,2,1,2,-0.616068636,-1,-1,-1,-1,-1,-0.404307524,-2.022195108,-0.481592042,-1.733562223,-1.676919364,0.812936992,-0.183964471,-0.631482999,-0.168851152,1.730038645,-1.12555572,-0.533009784,1.761023666,1,0.024903877,0.975096123,1
0.32916701,1,1,2,0.512283135,-1,-1,-1,-1,-1,-0.40784989,-0.952269572,-0.852544158,-0.641343642,-0.553880323,-0.52987553,-0.456302023,-0.666706133,-0.993018691,1.576077775,-1.12555572,-0.999375,-0.099869115,1,0.154947865,0.845052135,1
-0.608465579,1,2,2,-1.219420889,0.848331984,0.762510588,0.671884741,0,0,-0.139763789,0.397736683,-0.334451951,-0.221460967,-0.153073364,-0.149589569,0.012571214,0.071836239,-0.22504964,0.02132303,1,0.188742428,0.019450433,1,0.004010641,0.995989359,1
0.676100236,2,2,2,-0.078618379,0,0,0,0,0,4.009916111,1.156244804,1.06881231,0.889161276,0.944615757,0.922887354,0.779632725,0.610578858,1.095949928,-0.09789952,0,0.157283044,-0.097757986,0,0.63808692,0.36191308,1
0.047040654,1,4,2,-0.43195142,0,0,0,0,0,2.406631468,0.994635948,0.879431456,0.145461331,0,-1.605527852,-1.425858994,0.540929009,0.227500382,-0.109470586,0,-0.106763364,-0.075842348,0,0.958424641,0.041575359,1
